Amount,Company,Item,Item Type,Nutritional Category,Qty,Serving Size
?,Arbys,Arbys Apple Turnover,Desserts,Sugars,0,89 grams
?,Arbys,Arbys Arby-Q,Sandwiches,Sugars,0,182 grams
?,Arbys,Arbys Arby s Sauce,Sauces,Sugars,0,14 grams
?,Arbys,Arbys Arbys Melt with Cheddar,Sandwiches,Sugars,0,148 grams
?,Arbys,Arbys Bacon Cheddar Deluxe,Sandwiches,Sugars,0,231 grams
?,Arbys,Arbys Baked Potato (plain),Sides,Sugars,0,326 grams
?,Arbys,Arbys Baked Potato sour cream,Sides,Sugars,0,397 grams
?,Arbys,Arbys Barbeque Sauce,Sauces,Sugars,0,28 grams
?,Arbys,Arbys Big Montana,Sandwiches,Sugars,0,313 grams
?,Arbys,Arbys Biscuit (plain),Sides,Sugars,0,82 grams
?,Arbys,Arbys Blueberry Muffin,Breakfast,Sugars,0,64 grams
?,Arbys,Arbys Boston Clam Chowder Soup,Soups,Sugars,0,227 grams
?,Arbys,Arbys Breaded Chicken Fillet,Sandwiches,Sugars,0,205 grams
?,Arbys,Arbys Broccoli n Cheddar Potato,Sides,Sugars,0,447 grams
?,Arbys,Arbys Butterfinger Polar Swirl,Desserts,Sugars,0,329 grams
?,Arbys,Arbys Cheddar Curly Fries,Sides,Sugars,0,120 grams
?,Arbys,Arbys Cheesecake (plain),Desserts,Sugars,0,87 grams
?,Arbys,Arbys Cherry Turnover,Desserts,Sugars,0,89 grams
?,Arbys,Arbys Chicken Cordon Bleu,Sandwiches,Sugars,0,240 grams
?,Arbys,Arbys Chicken Fingers,Sides,Sugars,0,102 grams
?,Arbys,Arbys Chicken Noodle Soup,Soups,Sugars,0,227 grams
?,Arbys,Arbys Chocolate Chip Cookie,Desserts,Sugars,0,27 grams
?,Arbys,Arbys Chocolate Shake,Desserts,Sugars,0,340 grams
?,Arbys,Arbys Cinnamon Nut Danish,Sides,Sugars,0,100 grams
?,Arbys,Arbys Cream of Broccoli Soup,Soups,Sugars,0,227 grams
?,Arbys,Arbys Croissant (plain),Sides,Sugars,0,57 grams
?,Arbys,Arbys Curly Fries,Sides,Sugars,0,100 grams
?,Arbys,Arbys Deluxe Baked Potato,Sides,Sugars,0,432 grams
?,Arbys,Arbys Fish Fillet,Sandwiches,Sugars,0,220 grams
?,Arbys,Arbys French Dip Sub Roll,Sandwiches,Sugars,0,195 grams
?,Arbys,Arbys French Toastix with syrup,Breakfast,Sugars,0,164 grams
?,Arbys,Arbys Garden Salad,Salads,Sugars,0,337 grams
?,Arbys,Arbys Giant Roast Beef,Sandwiches,Sugars,0,228 grams
?,Arbys,Arbys Grilled Chicken BBQ,Sandwiches,Sugars,0,201 grams
?,Arbys,Arbys Grilled Chicken Deluxe,Sandwiches,Sugars,0,230 grams
?,Arbys,Arbys Ham n Cheese,Sandwiches,Sugars,0,169 grams
?,Arbys,Arbys Ham n Cheese Melt,Sandwiches,Sugars,0,141 grams
?,Arbys,Arbys Heath Polar Swirl,Desserts,Sugars,0,329 grams
?,Arbys,Arbys Horsey Sauce,Sauces,Sugars,0,14 grams
?,Arbys,Arbys Hot Ham n Swiss Sub Roll,Sandwiches,Sugars,0,263 grams
?,Arbys,Arbys Italian Sub Roll,Sandwiches,Sugars,0,286 grams
?,Arbys,Arbys Jamocha Shake,Desserts,Sugars,0,340 grams
?,Arbys,Arbys Junior Roast Beef,Sandwiches,Sugars,0,126 grams
?,Arbys,Arbys Large Homestyle Fries,Sides,Sugars,0,142 grams
?,Arbys,Arbys Light Roast Chicken Delux,Sandwiches,Sugars,0,195 grams
?,Arbys,Arbys Lumberjack Mixed Veg Soup,Soups,Sugars,0,227 grams
?,Arbys,Arbys Medium Homestyle Fries,Sides,Sugars,0,114 grams
?,Arbys,Arbys Nonfat Vanilla Shake,Desserts,Sugars,0,453 grams
?,Arbys,Arbys Oreo Polar Swirl,Desserts,Sugars,0,329 grams
?,Arbys,Arbys Peanut Butter Cup Polar Swirl,Desserts,Sugars,0,329 grams
?,Arbys,Arbys Philly Beef n Swiss Sub Roll,Sandwiches,Sugars,0,294 grams
?,Arbys,Arbys Potato Cakes,Sides,Sugars,0,85 grams
?,Arbys,Arbys Potato Soup,Soups,Sugars,0,227 grams
?,Arbys,Arbys Regular Roast Beef,Sandwiches,Sugars,0,154 grams
?,Arbys,Arbys Roast Beef & Havarti Panini,Sandwiches,Fiber,0,423 grams
?,Arbys,Arbys Roast Beef & Havarti Panini,Sandwiches,Sugars,0,423 grams
?,Arbys,Arbys Roast Beef Deluxe,Sandwiches,Sugars,0,182 grams
?,Arbys,Arbys Roast Beef Sub Roll,Sandwiches,Sugars,0,306 grams
?,Arbys,Arbys Roast Chicken & Pesto Panini,Sandwiches,Fiber,0,388 grams
?,Arbys,Arbys Roast Chicken & Pesto Panini,Sandwiches,Sugars,0,388 grams
?,Arbys,Arbys Roast Chicken Club,Sandwiches,Sugars,0,241 grams
?,Arbys,Arbys Roast Chicken Deluxe,Sandwiches,Sugars,0,216 grams
?,Arbys,Arbys Roast Chicken Salad,Salads,Sugars,0,408 grams
?,Arbys,Arbys Roast Chicken Santa Fe,Sandwiches,Sugars,0,182 grams
?,Arbys,Arbys Roast Turkey Deluxe,Sandwiches,Sugars,0,195 grams
?,Arbys,Arbys Sicilian Meat & Cheese Panini,Sandwiches,Fiber,0,361 grams
?,Arbys,Arbys Sicilian Meat & Cheese Panini,Sandwiches,Sugars,0,361 grams
?,Arbys,Arbys Side Salad,Salads,Sugars,0,142 grams
?,Arbys,Arbys Small Homestyle Fries,Sides,Sugars,0,71 grams
?,Arbys,Arbys Snickers Polar Swirl,Desserts,Sugars,0,329 grams
?,Arbys,Arbys Super Roast Beef,Sandwiches,Sugars,0,247 grams
?,Arbys,Arbys Timberline Chili,Soups,Sugars,0,227 grams
?,Arbys,Arbys Vanilla Shake,Desserts,Sugars,0,340 grams
?,Arbys,Arbys Wisconsin Cheese Soup,Soups,Sugars,0,227 grams
?,Baskin Robbins,Bask Rob Aloha Berry Banana (hard),Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Aloha Berry Banana Smoothie,Smoothie,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Berries Gone Banana (hard),Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Cappuccino Blast with whip cream,Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Cappuccino Blast with whip cream,Ice Cream,Protein,0,16 ounces
?,Baskin Robbins,Bask Rob Cappuccino Blast without whipped,Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Cappuccino Blast without whipped,Ice Cream,Protein,0,16 ounces
?,Baskin Robbins,Bask Rob Chocolate Blast with whip cream,Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Chocolate Blast with whip cream,Ice Cream,Protein,0,16 ounces
?,Baskin Robbins,Bask Rob Chocolate Ice Cream,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Chocolate Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Espresso n Cream Ice Cream,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Espresso n Cream Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Gone Banana (soft),Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Just Peachy Smoothie (soft),Smoothie,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Maui Brownie Madness Yogurt,Yogurt,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Maui Brownie Madness Yogurt,Yogurt,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Pralines n Cream (hard),Ice Cream,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Pralines n Cream (hard),Ice Cream,Protein,0,16 ounces
?,Baskin Robbins,Bask Rob Rainbow Sherbet,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Rainbow Sherbet,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Small Choc Non-Fat Yogurt,Yogurt,Fiber,0,5 ounces
?,Baskin Robbins,Bask Rob Small Choc Non-Fat Yogurt,Yogurt,Protein,0,5 ounces
?,Baskin Robbins,Bask Rob Small Mocha Truly Free Yogurt,Yogurt,Fiber,0,5 ounces
?,Baskin Robbins,Bask Rob Small Mocha Truly Free Yogurt,Yogurt,Protein,0,5 ounces
?,Baskin Robbins,Bask Rob Thin Mint No Sugar Ice Cream,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Thin Mint No Sugar Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Vanilla Ice Cream,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Vanilla Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Very Berry Stawberry Ice Cream,Ice Cream,Fiber,0,4 ounces
?,Baskin Robbins,Bask Rob Very Berry Stawberry Ice Cream,Ice Cream,Protein,0,4 ounces
?,Baskin Robbins,Bask Rob Very Strawberry Smoothie (hard),Smoothie,Fiber,0,16 ounces
?,Baskin Robbins,Bask Rob Very Strawberry Smoothie 16 ounces,Smoothie,Carbs,0,320
?,Baskin Robbins,Bask Rob Very Strawberry Smoothie 16 ounces,Smoothie,Protein,0,320
?,Blimpies,Blimpies Grilled Chicken Salad,Sandwiches,Protein,0,350 110
?,Blimpies,Blimpies Grilled Chicken Salad,Sandwiches,Sugars,0,350 110
?,Boston Market,Bos Mkt Ham Sandwich with cheese,Other,Protein,0,750
?,Dominos,Dominos Anchovies,Toppings,Protein,0,34 grams
?,Dominos,Dominos Bacon,Toppings,Protein,0,103 grams
?,Dominos,Dominos Banana Peppers,Toppings,Protein,0,6 grams
?,Dominos,Dominos Banana Peppers,Toppings,Saturated Fat,0,6 grams
?,Dominos,Dominos Banana Peppers,Toppings,Total Fat,0,6 grams
?,Dominos,Dominos Beef,Toppings,Protein,0,78 grams
?,Dominos,Dominos Chedder Cheese,Toppings,Protein,0,58 grams
?,Dominos,Dominos Extra Cheese,Toppings,Protein,0,49 grams
?,Dominos,Dominos Fresh Mushrooms,Toppings,Protein,0,7 grams
?,Dominos,Dominos Green Olives,Toppings,Protein,0,19 grams
?,Dominos,Dominos Green Peppers,Toppings,Protein,0,5 grams
?,Dominos,Dominos Ham,Toppings,Protein,0,23 grams
?,Dominos,Dominos Italian Sausage,Toppings,Protein,0,77 grams
?,Dominos,Dominos Onions,Toppings,Protein,0,4 grams
?,Dominos,Dominos Pepperoni,Toppings,Protein,0,74 grams
?,Dominos,Dominos Pinapple Tidbits,Toppings,Protein,0,12 grams
?,Dominos,Dominos Ripe Olives,Toppings,Protein,0,21 grams
?,Hardees,Hardees All Star,Sandwiches,Fiber,0,266 grams
?,Hardees,Hardees All Star,Sandwiches,Sugars,0,266 grams
?,Hardees,Hardees Apple Cinn n Raisin Biscuit,Breakfast,Fiber,0,75 grams
?,Hardees,Hardees Apple Cinn n Raisin Biscuit,Breakfast,Sugars,0,75 grams
?,Hardees,Hardees Apple Turnover,Desserts,Fiber,0,91 grams
?,Hardees,Hardees Apple Turnover,Desserts,Sugars,0,91 grams
?,Hardees,Hardees Bacon Cheeseburger,Sandwiches,Fiber,0,267 grams
?,Hardees,Hardees Bacon Cheeseburger,Sandwiches,Sugars,0,267 grams
?,Hardees,Hardees Bacon Double Cheeseburger,Sandwiches,Fiber,0,353 grams
?,Hardees,Hardees Bacon Double Cheeseburger,Sandwiches,Sugars,0,353 grams
?,Hardees,Hardees Bacon-Egg-Cheese Biscuit,Breakfast,Fiber,0,142 grams
?,Hardees,Hardees Bacon-Egg-Cheese Biscuit,Breakfast,Sugars,0,142 grams
?,Hardees,Hardees Big Roast Beef Sandwich,Sandwiches,Fiber,0,165 grams
?,Hardees,Hardees Big Roast Beef Sandwich,Sandwiches,Sugars,0,165 grams
?,Hardees,Hardees Biscuit,Breakfast,Fiber,0,83 grams
?,Hardees,Hardees Biscuit,Breakfast,Sugars,0,83 grams
?,Hardees,Hardees Biscuit N Gravy,Breakfast,Fiber,0,221 grams
?,Hardees,Hardees Biscuit N Gravy,Breakfast,Sugars,0,221 grams
?,Hardees,Hardees Cheeseburger,Sandwiches,Fiber,0,123 grams
?,Hardees,Hardees Cheeseburger,Sandwiches,Sugars,0,123 grams
?,Hardees,Hardees Chicken Biscuit,Breakfast,Fiber,0,190 grams
?,Hardees,Hardees Chicken Biscuit,Breakfast,Sugars,0,190 grams
?,Hardees,Hardees Chicken Breast,Other,Fiber,0,148 grams
?,Hardees,Hardees Chicken Breast,Other,Sugars,0,148 grams
?,Hardees,Hardees Chicken Fillet Sandwich,Sandwiches,Fiber,0,196 grams
?,Hardees,Hardees Chicken Fillet Sandwich,Sandwiches,Sugars,0,196 grams
?,Hardees,Hardees Chicken Leg,Other,Fiber,0,69 grams
?,Hardees,Hardees Chicken Leg,Other,Sugars,0,69 grams
?,Hardees,Hardees Chicken Thigh,Other,Fiber,0,121 grams
?,Hardees,Hardees Chicken Thigh,Other,Sugars,0,121 grams
?,Hardees,Hardees Chicken Wing,Other,Fiber,0,66 grams
?,Hardees,Hardees Chicken Wing,Other,Sugars,0,66 grams
?,Hardees,Hardees Chocolate Shake,Desserts,Fiber,0,349 grams
?,Hardees,Hardees Chocolate Shake,Desserts,Sugars,0,349 grams
?,Hardees,Hardees Country Ham Biscuit,Breakfast,Fiber,0,103 grams
?,Hardees,Hardees Country Ham Biscuit,Breakfast,Sugars,0,103 grams
?,Hardees,Hardees Double Cheeseburger,Sandwiches,Fiber,0,171 grams
?,Hardees,Hardees Double Cheeseburger,Sandwiches,Sugars,0,171 grams
?,Hardees,Hardees Famous Star,Sandwiches,Fiber,0,245 grams
?,Hardees,Hardees Famous Star,Sandwiches,Sugars,0,245 grams
?,Hardees,Hardees Fishermans Fillet Sandwich,Sandwiches,Fiber,0,221 grams
?,Hardees,Hardees Fishermans Fillet Sandwich,Sandwiches,Sugars,0,221 grams
?,Hardees,Hardees Frisco Breakfast Sandwich,Breakfast,Fiber,0,187 grams
?,Hardees,Hardees Frisco Breakfast Sandwich,Breakfast,Sugars,0,187 grams
?,Hardees,Hardees Frisco Burger,Sandwiches,Fiber,0,219 grams
?,Hardees,Hardees Frisco Burger,Sandwiches,Sugars,0,219 grams
?,Hardees,Hardees Grilled Chicken Sandwich,Sandwiches,Fiber,0,175 grams
?,Hardees,Hardees Grilled Chicken Sandwich,Sandwiches,Sugars,0,175 grams
?,Hardees,Hardees Ham Biscuit,Breakfast,Fiber,0,109 grams
?,Hardees,Hardees Ham Biscuit,Breakfast,Sugars,0,109 grams
?,Hardees,Hardees Hamburger,Sandwiches,Fiber,0,110 grams
?,Hardees,Hardees Hamburger,Sandwiches,Sugars,0,110 grams
?,Hardees,Hardees Hot Dog with condiments,Other,Fiber,0,160 grams
?,Hardees,Hardees Hot Dog with condiments,Other,Sugars,0,160 grams
?,Hardees,Hardees Hot Ham N Cheese Sandwich,Sandwiches,Fiber,0,145 grams
?,Hardees,Hardees Hot Ham N Cheese Sandwich,Sandwiches,Sugars,0,145 grams
?,Hardees,Hardees Jelly Biscuit,Breakfast,Fiber,0,100 grams
?,Hardees,Hardees Jelly Biscuit,Breakfast,Sugars,0,100 grams
?,Hardees,Hardees Large Crispy Curls Potatoes,Sides,Fiber,0,147 grams
?,Hardees,Hardees Large Crispy Curls Potatoes,Sides,Sugars,0,147 grams
?,Hardees,Hardees Large French Fries,Sides,Fiber,0,150 grams
?,Hardees,Hardees Large French Fries,Sides,Sugars,0,150 grams
?,Hardees,Hardees Medium Crispy Curls Potatoes,Sides,Fiber,0,96 grams
?,Hardees,Hardees Medium Crispy Curls Potatoes,Sides,Sugars,0,96 grams
?,Hardees,Hardees Monster Burger,Sandwiches,Fiber,0,288 grams
?,Hardees,Hardees Monster Burger,Sandwiches,Sugars,0,288 grams
?,Hardees,Hardees Monster Crispy Curls Potatoes,Sides,Fiber,0,166 grams
?,Hardees,Hardees Monster Crispy Curls Potatoes,Sides,Sugars,0,166 grams
?,Hardees,Hardees Monster French Fries,Sides,Fiber,0,170 grams
?,Hardees,Hardees Monster French Fries,Sides,Sugars,0,170 grams
?,Hardees,Hardees Omelet Biscuit,Breakfast,Fiber,0,150 grams
?,Hardees,Hardees Omelet Biscuit,Breakfast,Sugars,0,150 grams
?,Hardees,Hardees Regular French Fries,Sides,Fiber,0,113 grams
?,Hardees,Hardees Regular French Fries,Sides,Sugars,0,113 grams
?,Hardees,Hardees Regular Hash Rounds (16),Breakfast,Fiber,0,79 grams
?,Hardees,Hardees Regular Hash Rounds (16),Breakfast,Sugars,0,79 grams
?,Hardees,Hardees Regular Roast Beef,Sandwiches,Fiber,0,123 grams
?,Hardees,Hardees Regular Roast Beef,Sandwiches,Sugars,0,123 grams
?,Hardees,Hardees Sausage Biscuit,Breakfast,Fiber,0,114 grams
?,Hardees,Hardees Sausage Biscuit,Breakfast,Sugars,0,114 grams
?,Hardees,Hardees Sausage-Egg Biscuit,Breakfast,Fiber,0,156 grams
?,Hardees,Hardees Sausage-Egg Biscuit,Breakfast,Sugars,0,156 grams
?,Hardees,Hardees Small Cole Slaw,Sides,Fiber,0,113 grams
?,Hardees,Hardees Small Cole Slaw,Sides,Sugars,0,113 grams
?,Hardees,Hardees Small Mashed Potatoes,Sides,Fiber,0,113 grams
?,Hardees,Hardees Small Mashed Potatoes,Sides,Sugars,0,113 grams
?,Hardees,Hardees Small Peach Cobbler,Desserts,Fiber,0,179 grams
?,Hardees,Hardees Small Peach Cobbler,Desserts,Sugars,0,179 grams
?,Hardees,Hardees Steak Biscuit,Breakfast,Fiber,0,148 grams
?,Hardees,Hardees Steak Biscuit,Breakfast,Sugars,0,148 grams
?,Hardees,Hardees Twist Cone,Desserts,Fiber,0,118 grams
?,Hardees,Hardees Twist Cone,Desserts,Sugars,0,118 grams
?,Hardees,Hardees Vanilla Shake,Desserts,Fiber,0,349 grams
?,Hardees,Hardees Vanilla Shake,Desserts,Sugars,0,349 grams
?,Papa Johns,Pa Johns Breadsticks (1),Sides,Sugars,0,55 grams
?,Papa Johns,Pa Johns Cheesesticks (2),Sides,Sugars,0,60 grams
?,Papa Johns,Pa Johns Garlic Sauce (1 tablespoon),Sides,Sugars,0,14 grams
?,Papa Johns,Pa Johns Original Crust All The Meats,Pizza,Sugars,0,158 grams
?,Papa Johns,Pa Johns Original Crust Cheese Pizza,Pizza,Sugars,0,129 grams
?,Papa Johns,Pa Johns Original Crust Garden Special,Pizza,Sugars,0,156 grams
?,Papa Johns,Pa Johns Original Crust Pepperoni Pizza,Pizza,Sugars,0,130 grams
?,Papa Johns,Pa Johns Original Crust Sausage Pizza,Pizza,Sugars,0,141 grams
?,Papa Johns,Pa Johns Original Crust The Works Pizza,Pizza,Sugars,0,161 grams
?,Papa Johns,Pa Johns Thin Crust All The Meats Pizza,Pizza,Sugars,0,135 grams
?,Papa Johns,Pa Johns Thin Crust Cheese Pizza,Pizza,Sugars,0,93 grams
?,Papa Johns,Pa Johns Thin Crust Garden Special Pizza,Pizza,Sugars,0,129 grams
?,Papa Johns,Pa Johns Thin Crust Pepperoni Pizza,Pizza,Sugars,0,96 grams
?,Papa Johns,Pa Johns Thin Crust Sausage Pizza,Pizza,Sugars,0,108 grams
?,Papa Johns,Pa Johns Thin Crust The Works Pizza,Pizza,Sugars,0,144 grams
?,Wendys,Wendys Soft breadstick,Sides,Sugars,0,44 grams
0,Arbys,Arbys Apple Turnover,Desserts,Cholesterol,0,89 grams
0,Arbys,Arbys Apple Turnover,Desserts,Fiber,0,89 grams
0,Arbys,Arbys Arby s Sauce,Sauces,Cholesterol,0,14 grams
0,Arbys,Arbys Arby s Sauce,Sauces,Fiber,0,14 grams
0,Arbys,Arbys Arby s Sauce,Sauces,Protein,0,14 grams
0,Arbys,Arbys Arby s Sauce,Sauces,Saturated Fat,0,14 grams
0,Arbys,Arbys Arby s Sauce,Sauces,Total Fat,0,14 grams
0,Arbys,Arbys Baked Potato (plain),Sides,Calories from Fat,0,326 grams
0,Arbys,Arbys Baked Potato (plain),Sides,Cholesterol,0,326 grams
0,Arbys,Arbys Baked Potato (plain),Sides,Saturated Fat,0,326 grams
0,Arbys,Arbys Baked Potato (plain),Sides,Total Fat,0,326 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Calories from Fat,0,28 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Cholesterol,0,28 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Fiber,0,28 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Protein,0,28 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Saturated Fat,0,28 grams
0,Arbys,Arbys Barbeque Sauce,Sauces,Total Fat,0,28 grams
0,Arbys,Arbys Biscuit (plain),Sides,Cholesterol,0,82 grams
0,Arbys,Arbys Blueberry Muffin,Breakfast,Fiber,0,64 grams
0,Arbys,Arbys Butterfinger Polar Swirl,Desserts,Fiber,0,329 grams
0,Arbys,Arbys Cheddar Curly Fries,Sides,Fiber,0,120 grams
0,Arbys,Arbys Cheesecake (plain),Desserts,Fiber,0,87 grams
0,Arbys,Arbys Cherry Turnover,Desserts,Cholesterol,0,89 grams
0,Arbys,Arbys Cherry Turnover,Desserts,Fiber,0,89 grams
0,Arbys,Arbys Chicken Noodle Soup,Soups,Saturated Fat,0,227 grams
0,Arbys,Arbys Chocolate Chip Cookie,Desserts,Fiber,0,27 grams
0,Arbys,Arbys Chocolate Shake,Desserts,Fiber,0,340 grams
0,Arbys,Arbys Cinnamon Nut Danish,Sides,Cholesterol,0,100 grams
0,Arbys,Arbys Croissant (plain),Sides,Fiber,0,57 grams
0,Arbys,Arbys Curly Fries,Sides,Cholesterol,0,100 grams
0,Arbys,Arbys Curly Fries,Sides,Fiber,0,100 grams
0,Arbys,Arbys French Toastix with syrup,Breakfast,Cholesterol,0,164 grams
0,Arbys,Arbys Garden Salad,Salads,Cholesterol,0,337 grams
0,Arbys,Arbys Garden Salad,Salads,Saturated Fat,0,337 grams
0,Arbys,Arbys Garden Salad,Salads,Total Fat,0,337 grams
0,Arbys,Arbys Heath Polar Swirl,Desserts,Fiber,0,329 grams
0,Arbys,Arbys Horsey Sauce,Sauces,Fiber,0,14 grams
0,Arbys,Arbys Horsey Sauce,Sauces,Protein,0,14 grams
0,Arbys,Arbys Jamocha Shake,Desserts,Fiber,0,340 grams
0,Arbys,Arbys Large Homestyle Fries,Sides,Cholesterol,0,142 grams
0,Arbys,Arbys Medium Homestyle Fries,Sides,Cholesterol,0,114 grams
0,Arbys,Arbys Oreo Polar Swirl,Desserts,Fiber,0,329 grams
0,Arbys,Arbys Potato Cakes,Sides,Cholesterol,0,85 grams
0,Arbys,Arbys Potato Cakes,Sides,Fiber,0,85 grams
0,Arbys,Arbys Roast Chicken Salad,Salads,Saturated Fat,0,408 grams
0,Arbys,Arbys Side Salad,Salads,Cholesterol,0,142 grams
0,Arbys,Arbys Side Salad,Salads,Saturated Fat,0,142 grams
0,Arbys,Arbys Side Salad,Salads,Total Fat,0,142 grams
0,Arbys,Arbys Small Homestyle Fries,Sides,Cholesterol,0,71 grams
0,Arbys,Arbys Vanilla Shake,Desserts,Fiber,0,340 grams
0,Baskin Robbins,Bask Rob Berries Gone Banana (hard),Ice Cream,Saturated Fat,0,16 ounces
0,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Calories from Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Carbs,0,4 ounces
0,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Saturated Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Sugars,0,4 ounces
0,Baskin Robbins,Bask Rob Chocolate-Vanilla Twist Ice Cream,Ice Cream,Total Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Calories from Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Cholesterol,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Fiber,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Protein,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Saturated Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Daiquiri Ice,Ice Cream,Total Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Calories from Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Cholesterol,0,4 ounces
0,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Fiber,0,4 ounces
0,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Saturated Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Peachy Keen Sorbet,Ice Cream,Total Fat,0,4 ounces
0,Baskin Robbins,Bask Rob Small Choc Non-Fat Yogurt,Yogurt,Saturated Fat,0,5 ounces
0,Baskin Robbins,Bask Rob Very Strawberry Smoothie (hard),Smoothie,Calories from Fat,0,16 ounces
0,Baskin Robbins,Bask Rob Very Strawberry Smoothie (hard),Smoothie,Saturated Fat,0,16 ounces
0,Blimpies,Blimpies Grilled Chicken Salad,Sandwiches,Calories from Fat,0,350 110
0,Blimpies,Blimpies Grilled Chicken Salad,Sandwiches,Sodium,0,350 110
0,Blimpies,Blimpies Vegimax,Sandwiches,Cholesterol,0,85 grams
0,Boston Market,Bos Mkt 1-2 Chicken with skin,Chicken,Fiber,0,277 grams
0,Boston Market,Bos Mkt 1-4 Dark Meat Chicken no skin,Chicken,Fiber,0,95 grams
0,Boston Market,Bos Mkt 1-4 Dark Meat Chicken with skin,Chicken,Fiber,0,125 grams
0,Boston Market,Bos Mkt 1-4 White Meat Chix no skin,Chicken,Fiber,0,140 grams
0,Boston Market,Bos Mkt 1-4 White Meat Chix with skin,Chicken,Fiber,0,152 grams
0,Boston Market,Bos Mkt BBQ Baked Beans,Sides,Cholesterol,0,201 grams
0,Boston Market,Bos Mkt Cinnamon Apple Pie,Sides,Cholesterol,0,136 grams
0,Boston Market,Bos Mkt Cranberry Relish,Sides,Cholesterol,0,225 grams
0,Boston Market,Bos Mkt Fruit Salad,Sides,Cholesterol,0,156 grams
0,Boston Market,Bos Mkt Fruit Salad,Sides,Saturated Fat,0,156 grams
0,Boston Market,Bos Mkt Hearth Honey Ham,Other,Fiber,0,142 grams
0,Boston Market,Bos Mkt Hot Cinnamon Apples,Sides,Cholesterol,0,181 grams
0,Boston Market,Bos Mkt Hot Cinnamon Apples,Sides,Protein,0,181 grams
0,Boston Market,Bos Mkt New Potatoes,Sides,Cholesterol,0,131 grams
0,Boston Market,Bos Mkt New Potatoes,Sides,Saturated Fat,0,131 grams
0,Boston Market,Bos Mkt Rice Pilaf,Sides,Cholesterol,0,145 grams
0,Boston Market,Bos Mkt Rice Pilaf,Sides,Sugars,0,145 grams
0,Boston Market,Bos Mkt Savory Stuffing,Sides,Cholesterol,0,174 grams
0,Boston Market,Bos Mkt Skinless Turkey Breast,Turkey,Fiber,0,142 grams
0,Boston Market,Bos Mkt Skinless Turkey Breast,Turkey,Sugars,0,142 grams
0,Boston Market,Bos Mkt Steamed Vegetables,Soups,Cholesterol,0,105 grams
